178	1672	0.09958629667519321
962	4939	0.058614942319151736
1767	3471	0.07150357706211317
2277	4553	0.012579339309198313
2902	4442	0.049840397023147014
805	4285	0.0640939350726522
548	1609	0.057479121182409214
808	4104	0.0360355398981782
534	2140	0.017285095968474228
1001	2617	0.032908177001651016
401	764	0.016303967758254656
2249	5131	0.04917329227955273
1946	5055	0.06420258514457809
237	600	0.04608404898421745
1387	2332	0.0994069447013118
2902	3123	5.192831360249173E-4
2179	3882	0.008768962462554186
676	4408	0.0175120201642619
1659	2906	0.07755248077731985
453	1231	0.002925429411481273
2565	5148	0.06679054185855615
113	3207	0.08992501771617234
2339	2967	0.04191570366089831
945	2503	0.06747071382834108
1833	1959	0.018850693285491917
521	3764	0.050010632072802236
3083	3393	0.09687821867392547
3184	5206	0.07296568744755715
551	4537	0.05855879174800175
1044	4455	0.08058016043044179
4194	4778	0.009269307806469852
2441	3724	0.06246893124350894
316	4167	0.027690409260388696
431	616	0.07797135091913586
2956	3255	0.005437396529245475
2247	2432	0.007541217019085056
22	2059	0.0722306520073278
782	2287	0.07624064302249386
1411	4598	0.062321890825822936
3592	4425	0.08340442208915903
1833	1921	0.059680073711471174
4313	4712	0.036204602339838965
3768	4425	0.02160553415372135
2370	2691	0.053738785170941376
316	4153	0.08245536060753442
1042	1714	0.07701911811505216
4085	4460	0.06706266707668726
3782	4340	0.07254337345076212
1865	4113	0.03481459456878876
453	1253	0.050738919122390695
3724	4131	0.04437889903317499
3796	3859	0.07230113819574602
778	2171	0.09145954509360726
1061	4267	0.08617876202609834
1251	4111	0.07000284430780197
11	5081	0.022631270684581685
1506	3655	0.03481511654670645
3069	3484	0.05740166003924205
35	3077	0.07100078192719295
2616	5205	0.011678008805755502
2000	2563	0.07495874253873588
3300	4087	0.06428833732586041
343	679	0.02142018713475058
1389	5087	0.023676456284001602
454	974	0.08127014183634239
454	975	0.047896069276710466
1309	2479	0.09232827829826284
934	4233	0.06045235816607935
123	3044	0.09809453552101721
1332	5015	0.001693911460127706
2441	3758	0.012476893459429107
755	2656	0.08205421435206404
1258	3693	0.04806008832230538
680	4510	0.0812653019068989
755	1324	0.04445513140349862
609	1575	0.02228248540860266
1889	2154	0.036162942376528916
659	3372	0.05969783844790464
259	1280	0.017226356987583846
2315	3665	0.06857206489487089
9	5056	0.055330933449636334
2969	4275	0.023634035262903065
3246	3687	0.02010634971551252
1309	3791	0.0825006346382946
357	3201	0.05989970035518593
1563	4031	0.05583566169789206
755	1334	0.05552449814986093
2179	3813	0.07713683927420624
4153	4324	0.017282540085321863
1784	3293	0.0041182953907961005
755	2668	0.0683201403481675
3124	4998	0.06050872236553065
1296	2906	0.07008806577716117
480	2182	0.09364151291431208
846	2023	0.017861244776442776
1536	3129	6.642038976978127E-4
406	1967	0.04103732367615487
1673	2824	0.09979411471336391
182	1732	0.03593285252731639
2443	5110	0.06711180420023755
891	2551	0.09125473479855556
375	2810	0.06229268674324882
2518	3292	0.018127811303100917
589	925	0.05587124148283608
2183	2605	0.09885483991097513
2529	2833	0.08761565976483514
4435	4762	0.029382497369177408
4418	4956	0.01092991491735963
197	560	0.05921952304020124
762	1290	0.05652398475647226
948	2407	0.06533539287646908
3660	4363	0.01359270109381431
1632	3740	0.020957979756212733
3778	4282	0.0261734414062889
3151	4508	3.4651341953645387E-4
2631	3698	0.023028899984397368
3932	4972	0.06226445462694066
2427	3847	0.09220245105444726
373	539	0.07030089109886942
701	2510	0.016261565775585473
554	4456	0.08123632499573548
732	1796	0.055183250106274555
1425	2795	0.08372937923415452
2905	3007	0.09391087042534278
612	4474	0.020687825130517912
2267	4735	0.017953137043920375
1951	4946	0.028315325778456815
1333	4897	0.08919454823904133
945	2582	0.07309235039886473
1605	2820	0.025596405599526462
394	4015	0.04151570296549372
1974	4408	0.04200489091612382
1605	2822	0.014508923981153521
352	1964	0.048226527357541286
843	2178	0.04381051589740165
934	4282	0.07732314032490958
1663	1719	0.09769607258621893
2862	3900	0.0982219970359211
1187	3949	0.09100442376375258
1744	3951	0.057798557572798316
558	1400	0.0940890188389002
1001	1369	0.06819822200260209
147	1043	0.08803969086939822
1998	2444	0.06401085128719051
955	3632	0.01191375348615289
1526	4608	0.07375168579622389
3830	4547	0.02093972888029221
1021	4920	0.09275104329011302
932	2867	0.03343419733782543
1951	3636	0.08589154321419627
2875	3625	0.005787639886135166
616	2868	0.05359724646762587
1391	3765	0.008176320291270845
3463	4483	0.04207774336148279
3463	4482	0.02405434139801177
2837	4438	0.08712828720823595
3534	4282	0.010945754375795614
4682	5072	0.03191363304261609
270	2598	0.012126020935938365
4282	4304	0.024309419166847104
554	3151	0.023553092671446254
1689	3774	0.06379490907860323
521	2493	0.09954076683053525
2321	5189	0.0559009084004518
3659	4125	0.027383686835294508
158	1969	0.032195742187786994
775	2267	0.04522946784160253
844	1979	0.08318151994968283
3477	3963	2.964739374198167E-4
1517	1904	0.021776723072625737
372	2910	0.0039661512795940105
1009	5106	0.07684550769364171
1964	4695	0.09580896230136708
3270	4696	0.004128264934686643
157	2245	0.06626811764568039
820	1352	0.07962296948475017
844	1980	0.04512319765646669
1587	3340	0.005716942245041035
2787	2796	0.05414638782124103
1242	2774	0.04998994590997546
1971	4525	0.06327016911066351
59	3699	0.05148118568481861
401	729	0.02239215720216835
1470	1949	0.05927597096017109
87	933	0.05949777970868192
4282	4324	0.017526661081051022
1021	3641	0.010495032168139795
4373	5062	0.022543245305302308
3248	5092	0.049000168849132344
304	1624	0.05850054036646213
993	1649	0.013824068672328294
180	450	0.06480296084152523
680	3237	0.038183793362407216
2165	4386	0.010477795124000433
280	3751	0.09436274250966016
2634	3574	0.09845074943132635
1298	3007	0.008888398120414821
600	1922	0.008571557473709667
1435	2501	0.031074136275739364
1001	1352	0.015244619229287071
327	2409	0.05832858830008354
2312	2444	0.09998349296053338
4302	5107	0.017882796381385412
932	2822	0.0767151367880462
752	1464	0.06099442207603818
248	4280	0.0778390261376597
2726	2751	0.05329488430856442
1021	4950	0.02058904952459463
