2507	2551
3129	3301
3735	3921
2064	2213
2087	2582
1132	1398
1789	1879
2370	2654
1984	2276
1692	1767
1391	1849
957	1413
1816	1898
3506	3558
403	497
1219	1222
2769	2807
1982	2262
26	172
1917	2499
1402	1598
2302	2533
2103	2308
2785	3280
3114	3137
352	492
2187	2582
578	647
1420	1613
1989	2078
136	2583
3260	3406
1449	1836
2059	2261
1358	1671
3601	3645
1367	1835
2912	3064
1916	1952
3514	3674
3512	3525
2047	2259
1699	1794
925	1796
2906	2966
1232	1787
1959	2101
2931	3433
3819	3912
3796	3797
417	513
2359	2559
1060	1204
1205	1391
2122	2347
2672	2937
1124	1665
3198	3255
2000	2494
637	645
1684	2814
1684	2916
1172	1598
2661	3150
1116	1609
1935	2346
107	1092
414	423
927	1563
3484	3940
3530	3723
2074	2499
2750	3119
2328	2333
1319	1648
1019	1636
3188	3247
1316	1828
1917	2084
1075	1659
115	144
2042	2117
1086	1827
3617	3622
1809	1879
598	680
3584	3718
2763	2920
2226	2416
2368	2608
2005	2625
3488	3730
1320	1625
1986	2103
107	1097
1086	1867
455	497
3523	3562
348	423
2880	2906
3038	3101
711	784
1509	1839
2464	2601
1718	2187
428	515
3569	3706
2359	2624
2125	2328
2398	2542
2642	2643
1334	1352
348	355
1721	1791
2191	2315
400	414
2121	2172
1938	2430
1227	1872
1211	1730
1320	1694
431	434
2074	2356
1991	2626
1083	1211
1367	1741
1488	1707
2139	2347
1205	1520
1492	1569
587	591
1219	1662
2086	2112
1530	1584
2026	2327
1989	2404
2092	2478
1945	2151
729	863
2863	3397
742	829
2045	2139
944	1306
2140	2559
2779	3233
2777	3078
2020	2098
2390	2537
1538	1707
3822	3870
107	1650
2376	2573
2973	3152
2324	2625
2510	2653
1431	1669
1317	1838
2203	2616
2190	2460
897	1639
2354	2423
2851	3084
1312	1405
348	485
140	312
1170	1691
1932	2191
2026	2283
941	1907
934	1707
414	613
2126	2412
2912	2940
1938	2140
59	271
2033	2206
2077	2578
1598	1898
2233	2613
2236	2644
1235	1436
2001	2009
1610	1816
1148	1907
0	27
988	1720
2155	2498
353	487
2057	2111
1352	1714
3528	3858
2275	2590
3040	3195
3792	3924
2139	2593
2921	3204
1004	1750
2905	2993
2290	2409
1993	2154
2200	2573
1399	1721
2098	2395
3321	3355
3068	3154
1918	2356
2264	2347
2684	2875
2633	2659
1799	1833
1989	2030
1399	1845
2088	2414
2815	2925
2469	2624
1129	1636
2563	2623
2324	2550
2993	3417
2081	2368
2869	3051
2697	2870
3819	3917
1365	1643
2520	2615
1352	1772
484	1029
3437	3782
1791	1833
1964	2371
1375	1532
2038	2138
1449	1614
488	497
1947	2053
1920	2475
3066	3126
72	172
2010	2377
968	1584
2190	2536
2675	3150
2138	2338
2121	2542
3605	3670
953	995
2040	2489
1279	1347
1112	1800
1921	1973
2331	2340
2396	2491
1955	2111
3521	3597
1603	1608
2377	2510
1004	1810
2210	2578
2066	2517
3099	3369
1432	1573
2040	2165
2005	2504
1352	1888
925	1653
2904	3146
824	847
107	1288
0	232
2133	2174
729	882
2550	2561
1483	1736
2347	2521
1470	1605
2467	2573
1577	1666
378	417
901	1371
1344	1431
2039	2087
118	268
2939	3416
2276	2551
1563	1736
2073	2276
2023	2197
2218	2306
2038	2473
2374	2521
1723	1800
2345	2366
1114	1616
3233	3412
1416	1610
1237	1487
3980	4017
3047	3096
810	828
1117	1339
2300	2601
1102	1108
1017	1849
2104	2607
1598	1610
1148	1492
479	559
2111	2180
434	475
1931	1972
2078	2482
1116	1484
1684	2700
2133	2372
1655	1728
2118	2136
1172	1757
637	1645
2133	2480
995	1554
2836	3421
2945	3163
1621	1623
2103	2602
1079	1600
2911	3033
2206	2428
1577	1618
3033	3399
1338	1630
2347	2522
2218	2579
414	622
1791	1800
2242	2452
2206	2409
2847	3173
2179	2613
1115	1322
2986	3184
531	539
1101	1793
619	630
1943	2625
1491	1572
2573	2638
1835	1883
696	823
2055	2300
971	1729
2433	2552
2088	2244
1335	1551
2782	2800
1544	1905
3002	3086
1367	1717
3527	3604
456	460
2924	2988
2047	2610
2142	2150
107	1390
2084	2504
1912	2220
368	493
2703	2889
1523	1663
898	1273
1156	1789
3156	3385
1523	1621
2780	3219
513	515
3493	3792
947	1416
3027	3296
3226	3348
1428	1904
1480	1758
422	636
2183	2468
978	1017
2095	2261
1116	1827
2302	2642
412	513
514	517
2529	2616
1635	1691
79	272
1912	2564
1929	2095
3440	3851
2087	2547
2506	2575
2220	2370
1750	1827
1130	1467
606	1512
1238	1391
2800	3119
2411	2474
1211	1669
2407	2613
26	325
1608	1823
927	980
2220	2306
1267	1339
2906	3417
1665	1839
686	856
1115	1345
2414	2469
2139	2469
1290	1689
1250	1367
373	513
2916	2985
3026	3123
3437	3651
2556	2579
686	735
107	1785
1250	1796
1796	1813
107	1764
1979	2654
1335	1816
1018	1729
1922	1990
1959	2282
1004	1391
1378	1452
2069	2201
2053	2215
3612	3759
2626	2657
218	328
764	809
3115	3411
964	1739
2063	2172
2060	2240
2669	2850
2165	2630
2267	2511
1097	1895
2206	2212
823	827
3497	3902
1501	1851
1976	2639
927	1377
1554	1609
1205	1329
363	515
1128	1554
2961	3304
1404	1576
2077	2218
2206	2619
2276	2340
2672	3351
902	1636
2183	2649
1941	2573
2169	2582
1887	1899
2216	2271
962	1677
2032	2047
2180	2344
3514	3790
2149	2199
2093	2229
1132	1288
383	387
1886	1888
2554	2574
1324	1783
3877	3902
3198	3337
1943	2467
925	1524
1388	1707
2414	2433
2500	2590
3185	3225
1240	1642
315	345
1482	1770
2679	2916
1917	2073
203	268
1107	1547
2895	3027
1941	2103
492	524
414	610
2043	2347
3596	3828
991	1177
3018	3086
619	653
1447	1902
1361	1431
1331	1809
686	711
2359	2482
1945	2117
922	1399
2283	2347
599	665
2324	2407
1942	1966
2040	2275
2125	2368
992	1468
1604	1622
20	333
