140	3403
140	3854
76	1497
140	3343
140	3886
140	3819
140	3664
140	3718
78	222
114	2422
53	2095
188	849
74	259
140	3883
449	2069
140	3961
78	190
1806	2288
2662	3956
114	2432
1817	3030
1028	2254
530	4008
390	1267
76	1536
39	878
44	1588
1270	1806
59	81
188	637
1053	2009
244	3000
82	2814
172	2523
114	2466
200	2220
140	3847
929	3785
74	432
76	1589
127	574
396	3174
893	2785
140	3752
244	3009
78	445
2013	2271
128	1432
1369	2746
82	2805
366	2119
56	1999
76	1580
56	2012
82	2808
140	3254
1	18
140	3393
2737	2837
53	2113
140	3557
114	2384
114	2423
1	36
82	2884
1139	2875
1	61
71	72
54	104
78	432
76	1694
188	717
56	2037
140	3902
140	3910
140	3780
1768	2254
51	823
140	3879
1007	3655
76	1417
114	2293
1286	1471
82	2837
2429	2737
904	3246
53	2104
284	1182
78	310
76	1440
439	1116
140	4044
1139	3820
56	2034
114	2302
200	2244
200	2174
140	3675
9	2348
200	2172
75	1271
140	4040
2253	3635
56	1955
76	1462
140	3919
54	139
101	2679
140	4037
140	3917
880	2587
188	683
200	2236
200	2205
188	605
2741	4087
1	29
114	2428
2449	3968
929	2375
200	2204
114	2374
78	387
82	2864
60	2348
200	2156
76	1557
1	26
200	2162
1	31
1	37
140	3603
114	2334
82	2867
76	1733
114	2453
82	2871
140	3772
56	1973
1899	2941
423	1062
200	2249
140	3708
82	2896
647	2394
82	2797
200	2199
74	421
200	2233
1819	2118
1	51
172	2556
82	2866
140	4033
76	1386
1806	2837
140	3401
82	2843
1914	3245
82	2868
188	697
140	3602
56	2038
82	2827
922	1747
76	1719
53	2099
140	3493
82	2863
78	311
82	2822
543	2860
140	3416
2086	2087
78	352
53	2108
155	965
1	58
288	2088
200	2151
59	1588
78	256
342	2525
140	3962
885	960
176	1287
274	1531
200	2231
133	2867
543	3700
56	1958
82	755
82	2854
78	351
2379	2737
56	2026
140	3620
200	2153
200	2127
78	460
811	948
391	3234
1605	3311
45	2737
1053	2839
140	3853
56	1956
1	42
78	302
1819	3477
1	52
140	3856
76	1480
2392	2718
123	707
78	325
82	2852
82	2836
140	3612
878	2000
308	3780
54	170
140	3972
3208	3325
114	2434
80	3762
76	1518
78	258
78	247
78	337
1552	3003
342	2531
107	3726
200	2139
78	356
59	878
76	1556
734	2839
128	3669
82	2825
140	3409
76	1400
200	2235
76	1561
113	1546
288	960
82	2838
200	2198
78	201
200	2187
1	8
140	3852
140	3677
775	1943
200	2230
114	2463
1768	2009
200	2197
918	3174
76	1751
279	3960
140	3282
82	2819
244	2999
114	2409
590	2868
82	2899
114	2379
1806	2798
876	2516
114	2345
200	2120
76	1627
114	2347
140	3347
82	2876
200	2164
82	2839
76	1530
140	3837
82	2802
82	2806
140	3509
114	2325
140	3991
200	2241
56	1957
140	3592
114	2346
1821	3603
56	1948
78	332
1768	3368
140	3420
76	1766
82	2891
140	3898
140	3534
54	98
78	390
887	2771
737	2158
423	1067
390	1263
114	2318
82	2526
82	2875
78	216
244	3022
1852	2253
1	60
76	1638
82	2895
128	3330
140	4036
82	2872
140	3589
114	2280
1053	1347
82	2902
140	3627
1	40
389	3027
1	28
286	1414
519	2476
2253	3463
140	3834
114	2400
140	3784
1833	2014
1	14
707	3546
1	43
82	1747
647	2677
387	851
1	57
56	1983
54	130
244	3026
59	2737
200	2232
78	394
1	35
200	2240
76	1671
114	2390
1161	1660
56	1940
56	1968
1139	1273
172	2539
140	3983
140	3504
200	2146
82	2882
140	4005
114	833
78	266
140	3614
46	1700
82	2857
390	1265
1118	1987
200	2173
566	2850
140	3855
82	2795
791	2922
140	3866
114	2327
200	2159
960	1595
140	3801
56	2023
1	23
60	1330
76	1577
82	2830
188	843
1824	2449
114	2311
140	3775
82	2889
1927	1979
390	1256
140	3558
78	210
114	2319
880	1973
775	3452
443	1259
78	431
140	3980
200	2143
1987	2832
44	878
2036	2720
1	69
244	3003
0	1
1802	2088
114	2420
1308	1370
200	2170
458	1194
1083	3634
76	1437
114	2356
172	2525
1	30
1	34
411	851
78	328
82	2904
41	1768
200	2137
140	3805
390	1262
125	966
2111	2855
94	1725
98	390
62	2348
114	2426
82	2901
78	435
114	2399
78	397
78	410
195	3617
1800	2753
76	1418
1	33
82	2820
200	2203
114	2329
140	3545
140	3250
203	893
140	3328
52	1768
114	2391
1028	1617
56	2021
950	3082
56	1959
244	3018
114	2338
82	2870
82	2880
390	1272
184	3870
82	2888
140	3787
423	1201
1	65
140	3353
244	3011
390	1270
244	2995
140	3960
78	366
140	3456
1259	3334
78	411
46	1723
56	1949
82	2826
78	376
56	1995
82	2844
1013	2621
114	2353
82	2881
878	3699
390	1266
1	62
395	1202
1168	2753
3027	3497
78	453
1	63
114	2393
286	3014
1265	1970
82	2804
114	2467
140	3555
76	1750
82	2859
1	68
82	2800
1345	2746
200	2147
82	1273
543	2905
140	3392
76	1540
390	1258
1	41
90	2837
56	2005
1	19
200	2238
1747	1817
1588	2454
114	2455
915	2970
1	17
390	1271
59	1970
880	1943
1139	3960
1	66
140	3891
140	3469
114	2358
82	2809
114	2304
56	1990
56	1963
74	214
122	2069
140	3637
56	2032
82	2897
1	25
114	2421
1806	2730
327	585
1139	1271
140	3301
60	1725
243	3090
140	3429
140	3986
82	2903
140	3615
151	2332
390	1261
200	2130
200	2219
140	3979
46	966
101	1437
114	2389
76	1636
114	2395
402	679
200	2129
76	1609
390	1274
553	1365
1927	2103
76	1444
114	2317
56	2030
56	1994
566	1833
823	2274
200	2180
78	412
78	282
127	2810
15	1806
9	1725
244	3017
82	2848
1817	3015
543	3752
140	3538
114	2339
1552	2864
875	3785
140	4032
878	2063
53	2094
543	1705
140	3562
114	2312
1725	3649
1988	2737
172	2522
51	3844
1819	1995
286	2639
9	390
114	2456
78	304
78	303
188	855
390	1273
1560	3743
82	2879
54	117
114	2307
78	248
56	1985
390	1278
2400	2718
82	1705
200	2150
1691	2575
387	478
2868	3924
1	32
140	4043
225	1265
2394	2666
725	3174
333	516
140	3937
78	278
200	2133
140	3974
1641	2522
292	1971
2057	2947
140	3633
114	2416
140	4045
114	2404
114	2441
140	3993
380	2718
140	3694
82	2887
1	59
992	2753
82	2803
82	2849
114	2387
82	2823
929	2367
51	316
54	157
1809	2022
195	3871
78	214
140	4009
200	2209
56	2035
78	209
2666	2837
140	3923
200	2221
78	369
140	3656
78	334
76	1641
62	316
54	103
76	1610
62	3334
56	1972
200	2183
140	3921
82	2796
225	2882
2111	2857
1	38
3027	3820
1273	1806
76	1715
78	395
54	152
90	2864
140	4052
76	1758
78	361
140	3761
114	2361
82	2846
9	1053
172	2537
147	1436
239	4093
1691	2533
385	3168
82	2813
1615	2947
82	2811
950	3926
1053	2837
114	2342
1	24
1330	1943
78	285
200	2202
140	3654
76	1582
114	2440
390	1284
172	2548
1588	4042
1747	2737
200	2242
140	3706
74	311
1448	1806
390	1280
887	2392
390	1257
25	74
82	2801
60	273
200	2201
1265	1768
1833	2856
78	268
1257	1806
390	1277
2348	3785
39	1588
95	3061
76	1512
876	1259
182	1287
140	3764
390	1275
53	2102
82	2878
2063	2111
416	2867
140	3686
16	1365
76	1644
82	2873
114	2446
76	1576
2939	3368
140	3820
2253	2837
65	2718
78	294
101	786
140	3433
370	2831
82	2890
45	1588
140	3257
3057	3913
82	2869
140	3300
82	2842
2348	2867
76	1446
880	1957
200	2155
76	1522
200	2154
1	47
244	2998
82	2222
56	2043
122	2077
929	2392
385	1792
140	3989
1629	3293
1	2
140	4029
56	1942
82	2874
76	1779
200	2163
1	64
390	1259
117	390
1	22
2720	2864
426	2185
56	2044
1768	3872
82	2885
76	1726
1	21
82	2831
734	1923
62	1725
78	433
27	1819
81	2564
2199	3027
82	2835
82	2840
140	3751
140	3648
2111	3136
419	3767
200	2212
78	396
172	2531
2413	2666
140	3277
140	3905
114	2366
91	3336
76	1450
142	390
200	2132
200	2208
200	2124
114	2344
360	2918
939	3959
114	2413
114	2464
1028	1265
140	3730
147	3649
51	109
200	2239
2868	2966
390	1268
140	3987
56	2025
140	4000
2015	2189
82	2877
76	1489
78	298
140	3874
1355	1806
60	109
200	2222
56	1984
35	1768
56	1965
114	2343
140	3397
200	2166
140	3660
1	48
127	1705
1822	2736
76	1378
919	1972
140	3931
1806	2875
140	3822
78	421
78	414
140	4024
1	67
62	3844
172	2557
76	1456
114	2370
76	1374
76	1724
390	1276
140	3779
39	2737
244	3002
1	70
87	1902
188	514
82	2845
1430	2257
78	259
114	2301
1355	2254
82	2855
566	1964
140	3590
1053	2389
82	2862
390	1260
140	3953
56	2016
200	2171
1768	2831
391	3169
606	3205
78	211
76	1701
123	2773
114	2289
391	3426
974	1021
74	282
375	2271
188	725
78	321
200	2245
114	2445
27	1287
82	2824
140	3783
878	1988
1	20
78	262
1280	1806
554	2525
172	2544
56	1967
390	1264
82	2834
56	1992
1809	3732
114	2394
1105	3027
390	1285
1970	2109
1310	1744
76	1501
316	1501
560	1431
76	1431
56	1979
76	1525
316	1525
501	1696
2630	3790
140	3790
470	3007
451	3007
140	4010
2215	4010
195	1405
114	2349
1783	2349
140	3553
3258	3553
74	204
74	182
3258	4019
140	4019
948	2495
893	3683
3295	3454
140	3454
342	2286
114	2286
140	3878
3733	3878
233	2649
593	2649
876	3497
3795	4014
101	2001
1609	2011
1609	1871
438	3976
140	3976
967	987
974	987
1977	1986
56	1977
56	1986
2610	3608
1438	2158
1208	1312
1312	1819
2743	4094
543	1259
3291	3295
140	3291
82	2828
78	275
239	275
316	2122
593	3762
140	3762
1833	1839
2630	3663
140	3663
3258	3515
140	3515
928	1792
140	3641
281	3641
54	158
158	159
1801	2098
3208	4093
473	2925
1547	2925
239	3581
78	191
652	3527
516	2106
199	208
78	199
78	208
1365	1486
140	3591
2630	3591
140	3781
354	3781
1139	2883
140	3387
3387	3388
188	846
498	846
873	2931
2630	3661
140	3661
140	3505
140	3638
3505	3638
584	3700
140	3700
2234	2480
53	2112
86	2112
78	257
1304	2482
2082	2482
875	2543
172	2543
742	2040
1218	2040
805	2062
949	2062
82	2812
82	2821
2812	2821
416	3537
140	3537
1611	2603
2305	2365
114	2365
588	619
188	619
200	2243
686	2243
101	1806
326	434
78	434
123	200
1483	3311
1483	3743
140	3867
438	3867
140	3928
3928	3929
140	3929
286	3926
140	3758
3658	3758
3388	3492
140	3388
1793	2433
1528	1838
140	3681
3626	3681
76	1698
316	1698
56	1974
102	1974
914	2637
140	4058
3292	4058
1253	3626
186	1575
76	1575
217	594
3292	3559
140	3559
140	3287
2630	3287
242	2784
114	2377
91	2377
140	3992
3841	3992
1000	3785
3332	3333
140	3332
593	3540
140	3540
3476	3499
140	3499
875	2254
140	3955
281	3955
1030	1467
213	3413
140	3413
195	1995
458	1995
309	1182
309	3401
140	3405
3405	3514
360	3649
74	176
74	253
899	1909
2125	2141
76	1702
520	1702
140	3579
383	3579
875	3669
3710	3908
140	3908
730	1154
2829	2851
82	2851
82	2829
343	2541
520	1605
2595	2878
581	2767
76	1699
444	1699
54	167
105	167
54	105
1346	3115
884	1346
593	3284
140	3284
78	253
78	176
176	253
458	1347
140	3808
2630	3808
1828	1951
686	2185
200	2185
200	2177
686	2177
3626	3890
140	3890
78	283
283	284
2659	3073
140	3889
3888	3889
140	3888
140	3835
3536	3835
151	287
932	3234
140	3973
3733	3973
932	2323
383	3829
140	3829
5	212
2667	3610
140	3511
3295	3511
80	1554
647	2857
1164	3099
316	1398
76	1411
316	1411
3251	3649
140	3649
893	1794
290	1794
127	3926
79	886
3849	3850
140	3850
223	1203
2547	2551
172	2547
172	2551
82	2009
339	2788
127	2788
670	2928
56	2027
2027	2028
3607	3823
140	3753
1316	3753
588	2540
46	1000
95	1618
76	1618
273	1618
140	3463
593	3463
1731	1732
76	1732
1656	1927
958	2915
2915	3924
82	2858
151	2858
2254	3568
2260	3568
2294	3050
3361	3373
140	3373
3372	3373
114	2287
114	2388
2287	2388
82	2810
140	4054
2630	4054
734	1850
140	3642
3333	3642
151	3295
56	2004
79	2004
2737	3960
1768	3960
1308	3093
950	1237
2687	3237
1736	3038
3678	3679
140	3678
1401	2219
458	2219
2828	3185
2630	3341
140	3341
140	3881
520	3881
93	2882
922	2882
186	1658
76	1658
108	2444
114	2444
466	699
82	1051
140	3411
3333	3411
1373	1745
76	1745
242	2785
1817	2785
2017	2033
56	2033
56	2017
42	316
42	93
1769	3386
53	2109
101	2109
1116	2561
188	729
416	3617
3280	3998
140	3998
79	317
282	2088
140	3916
3109	3916
316	1684
76	1684
593	4004
140	4004
1222	1944
1944	2084
342	2443
114	2443
652	3830
140	3830
1470	2995
114	2380
114	2281
2281	2380
140	4016
3823	4016
677	4023
1053	4023
178	960
876	1371
390	1269
390	1279
1269	1279
140	3539
2630	3539
235	4064
1031	4064
1047	3949
114	2392
133	2392
136	1520
1772	2468
391	2561
46	2348
1769	2215
178	499
140	3628
3628	3629
140	3629
140	3871
2630	3871
200	2191
200	2206
2191	2206
188	728
480	728
223	851
1953	3010
3530	3531
140	3531
140	3262
255	3262
919	3028
875	1775
140	3467
2630	3467
9	1768
172	2549
279	2549
1196	1912
1713	2105
53	2105
89	159
54	159
2630	3255
140	3255
140	4006
3255	4006
140	3306
3259	3306
513	1898
200	2186
200	2168
2168	2186
2263	3228
241	3228
974	980
967	980
133	1943
56	1943
188	832
691	832
3449	3476
140	3476
140	3449
147	1810
140	3880
3707	3880
1	44
44	56
140	3909
2215	3909
76	1415
75	1415
3220	3793
1806	1810
362	1806
362	1810
374	1032
81	1988
56	1988
2548	4063
370	2548
1182	3401
2013	3401
1182	2013
76	1463
316	1463
1171	2111
3379	3851
140	3851
570	3677
2817	3677
781	1129
3296	4055
140	4055
140	3450
3258	3450
1793	3870
301	3870
76	1509
186	1509
868	1027
1334	2084
89	1709
76	1709
200	2140
2140	2182
200	2182
3217	4011
140	4011
18	416
18	316
360	2391
1474	1559
788	3215
140	3932
3108	3932
1202	1932
140	3712
3541	3712
740	4027
1023	1365
593	4003
140	4003
2010	3050
483	1198
82	2798
81	2798
1139	2798
2015	2341
114	2341
444	1349
1478	3710
140	3710
54	148
102	148
