3206	3355
2122	2323
2536	2553
2433	2542
1985	2407
1158	1292
1916	1970
1943	2077
2863	3214
3550	3625
3517	3677
3158	3433
3564	3690
3305	3374
524	614
1125	1398
1684	3178
2377	2394
2409	2429
2201	2564
1604	1849
2500	2520
828	845
1916	2519
1074	1554
2299	2551
2136	2229
1006	1707
2052	2169
1222	1678
1049	1754
2040	2103
1375	1688
1131	1504
820	824
694	827
982	1898
1456	1717
483	496
2749	2909
1335	1746
2986	3348
3475	3702
2005	2423
2107	2570
370	515
2292	2425
1561	1852
1563	1669
1083	1370
1620	1827
1929	2559
2809	3333
2262	2266
1989	1993
2400	2531
1059	1563
1409	1800
3027	3341
1235	1591
1730	1771
1222	1736
2390	2394
2777	3228
3690	3878
2883	3150
1988	2490
1124	1772
58	269
1470	1553
3103	3207
2220	2423
2409	2467
374	402
2054	2616
3120	3351
1040	1898
2323	2561
2060	2572
986	1355
2073	2630
1488	1707
465	669
553	567
171	2740
2901	3256
2259	2445
3064	3339
2159	2346
2142	2172
3495	3618
2213	2575
1185	1663
1689	1827
1377	1589
1059	1532
1559	1689
2738	3029
2748	2772
2226	2610
1450	1534
2037	2261
1929	1985
1243	1813
2283	2643
981	1479
982	1888
1214	1668
1746	1886
2896	3348
1182	1782
1288	1391
1929	2271
2213	2484
2889	3311
2961	2967
896	1379
2163	2516
1985	2619
1191	1800
2003	2110
3463	3794
953	1289
2424	2587
1076	1741
1185	1612
1101	1584
2090	2654
2200	2253
2121	2561
1983	2190
3810	3947
1351	1902
428	1692
2108	2307
2344	2642
829	847
1580	1772
2090	2212
1148	1611
947	1808
1122	1801
2564	2613
2027	2447
1373	1706
2185	2518
1595	1820
136	1912
2165	2276
2376	2576
901	1319
713	781
2343	2351
1912	2635
1984	2123
2085	2145
1335	1594
2860	3019
3437	3885
3440	3600
2136	2404
3206	3397
1570	1604
2918	2932
2238	2455
1304	1310
2083	2404
1420	1559
484	1374
2117	2126
2101	2221
2154	2489
1684	2987
2344	2347
3437	3455
1730	1737
899	1442
1497	1646
1518	1683
1267	1341
1004	1689
1115	1322
2242	2362
348	394
606	1349
2199	2432
2340	2536
1729	1742
2356	2623
1035	1296
3782	3786
3101	3239
483	1095
203	272
1786	1820
420	563
2102	2176
1074	1845
1427	1661
3118	3233
1078	1160
2309	2418
3437	3699
1681	1847
3442	3629
896	1635
3308	3405
2869	3113
1996	2565
2237	2611
2929	2944
1754	1845
144	312
456	517
1643	1774
2117	2224
1189	1311
1986	2253
1393	1902
1941	2125
1110	1390
1919	2284
2053	2280
1496	1569
2976	3291
1175	1612
2132	2221
2039	2189
3764	3931
2191	2223
1768	1793
2028	2597
9	295
3500	3920
2218	2601
2007	2039
2057	2445
2839	3417
686	844
1056	1391
2901	3288
3710	3867
3070	3316
2729	3293
3203	3395
1101	1604
3169	3381
3525	3842
2064	2077
896	1812
2719	2778
2708	3320
2772	3274
2451	2598
1311	1482
2325	2362
1942	2058
428	641
980	1622
104	203
2960	3153
3755	3926
1318	1740
3639	3883
707	768
2011	2116
1006	1530
1925	2088
2194	2653
3609	3877
1125	1480
3106	3345
2012	2018
694	731
184	251
1941	2340
2674	3140
517	520
2327	2434
978	1842
26	313
3089	3116
397	543
2054	2511
3113	3115
2306	2549
2149	2282
2909	3026
3714	3906
2909	3303
422	504
364	476
2993	3257
1078	1653
3013	3109
1918	2590
2567	2598
3100	3337
1366	1504
3456	3703
1559	1570
2348	2423
1390	1902
4002	4027
1040	1519
2115	2600
2781	3366
2035	2402
1117	1621
2749	2896
3502	3830
2164	2601
107	1849
423	645
2037	2290
1197	1368
2154	2184
1284	1715
1184	1250
2843	2932
1272	1352
1426	1680
1984	2109
1288	1619
2347	2598
2118	2299
2384	2533
1079	1714
2428	2520
1478	1743
1367	1603
2174	2330
2720	3344
1283	1369
1600	1714
2124	2347
2351	2420
1458	1769
3492	3684
2782	3090
1043	1197
3541	3628
1946	2395
27	119
2150	2353
2102	2471
2754	3228
2615	2638
1912	1970
1271	1826
953	1230
1083	1288
1390	1868
1985	2090
2809	3317
577	635
2188	2630
3198	3345
1608	1902
